Periodo,Industria,Genero,Valor
oct-96,"Silvicultura, extracción de madera",Mujeres,433.1
nov-96,"Silvicultura, extracción de madera",Mujeres,432.1
dic-96,"Silvicultura, extracción de madera",Mujeres,645.5
ene-97,"Silvicultura, extracción de madera",Mujeres,447.4
feb-97,"Silvicultura, extracción de madera",Mujeres,443.9
mar-97,"Silvicultura, extracción de madera",Mujeres,438.3
abr-97,"Silvicultura, extracción de madera",Mujeres,448.7
may-97,"Silvicultura, extracción de madera",Mujeres,450.4
jun-97,"Silvicultura, extracción de madera",Mujeres,564.7
jul-97,"Silvicultura, extracción de madera",Mujeres,414
ago-97,"Silvicultura, extracción de madera",Mujeres,457.4
sep-97,"Silvicultura, extracción de madera",Mujeres,452.9
oct-97,"Silvicultura, extracción de madera",Mujeres,440.7
nov-97,"Silvicultura, extracción de madera",Mujeres,427.5
dic-97,"Silvicultura, extracción de madera",Mujeres,604.4
ene-98,"Silvicultura, extracción de madera",Mujeres,440.4
feb-98,"Silvicultura, extracción de madera",Mujeres,442.9
mar-98,"Silvicultura, extracción de madera",Mujeres,430
abr-98,"Silvicultura, extracción de madera",Mujeres,422.8
may-98,"Silvicultura, extracción de madera",Mujeres,429.3
jun-98,"Silvicultura, extracción de madera",Mujeres,588.4
jul-98,"Silvicultura, extracción de madera",Mujeres,431.3
ago-98,"Silvicultura, extracción de madera",Mujeres,419.4
sep-98,"Silvicultura, extracción de madera",Mujeres,414.3
oct-98,"Silvicultura, extracción de madera",Mujeres,399.9
nov-98,"Silvicultura, extracción de madera",Mujeres,399.4
dic-98,"Silvicultura, extracción de madera",Mujeres,577
ene-99,"Silvicultura, extracción de madera",Mujeres,408.9
feb-99,"Silvicultura, extracción de madera",Mujeres,411.4
mar-99,"Silvicultura, extracción de madera",Mujeres,404.5
abr-99,"Silvicultura, extracción de madera",Mujeres,418.2
may-99,"Silvicultura, extracción de madera",Mujeres,397.4
jun-99,"Silvicultura, extracción de madera",Mujeres,535.4
jul-99,"Silvicultura, extracción de madera",Mujeres,395.5
ago-99,"Silvicultura, extracción de madera",Mujeres,395.6
sep-99,"Silvicultura, extracción de madera",Mujeres,387.2
oct-99,"Silvicultura, extracción de madera",Mujeres,410.3
nov-99,"Silvicultura, extracción de madera",Mujeres,404.7
dic-99,"Silvicultura, extracción de madera",Mujeres,544.1
ene-00,"Silvicultura, extracción de madera",Mujeres,399.4
feb-00,"Silvicultura, extracción de madera",Mujeres,397.4
mar-00,"Silvicultura, extracción de madera",Mujeres,389.6
abr-00,"Silvicultura, extracción de madera",Mujeres,395.4
may-00,"Silvicultura, extracción de madera",Mujeres,380.2
jun-00,"Silvicultura, extracción de madera",Mujeres,463
jul-00,"Silvicultura, extracción de madera",Mujeres,338.9
ago-00,"Silvicultura, extracción de madera",Mujeres,358.1
sep-00,"Silvicultura, extracción de madera",Mujeres,379.1
oct-00,"Silvicultura, extracción de madera",Mujeres,365.1
nov-00,"Silvicultura, extracción de madera",Mujeres,382.8
dic-00,"Silvicultura, extracción de madera",Mujeres,544
ene-01,"Silvicultura, extracción de madera",Mujeres,407.5
feb-01,"Silvicultura, extracción de madera",Mujeres,398.1
mar-01,"Silvicultura, extracción de madera",Mujeres,392.6
abr-01,"Silvicultura, extracción de madera",Mujeres,392.7
may-01,"Silvicultura, extracción de madera",Mujeres,375.8
jun-01,"Silvicultura, extracción de madera",Mujeres,498.6
jul-01,"Silvicultura, extracción de madera",Mujeres,366.6
ago-01,"Silvicultura, extracción de madera",Mujeres,370.5
sep-01,"Silvicultura, extracción de madera",Mujeres,371.2
oct-01,"Silvicultura, extracción de madera",Mujeres,388.4
nov-01,"Silvicultura, extracción de madera",Mujeres,398.5
dic-01,"Silvicultura, extracción de madera",Mujeres,542
ene-02,"Silvicultura, extracción de madera",Mujeres,398.1
feb-02,"Silvicultura, extracción de madera",Mujeres,405.8
mar-02,"Silvicultura, extracción de madera",Mujeres,402.9
abr-02,"Silvicultura, extracción de madera",Mujeres,427.4
may-02,"Silvicultura, extracción de madera",Mujeres,426.6
jun-02,"Silvicultura, extracción de madera",Mujeres,623.6
jul-02,"Silvicultura, extracción de madera",Mujeres,468
ago-02,"Silvicultura, extracción de madera",Mujeres,469.6
sep-02,"Silvicultura, extracción de madera",Mujeres,481.6
oct-02,"Silvicultura, extracción de madera",Mujeres,471.1
nov-02,"Silvicultura, extracción de madera",Mujeres,477.8
dic-02,"Silvicultura, extracción de madera",Mujeres,633.9
ene-03,"Silvicultura, extracción de madera",Mujeres,522.7
feb-03,"Silvicultura, extracción de madera",Mujeres,504.5
mar-03,"Silvicultura, extracción de madera",Mujeres,548.6
abr-03,"Silvicultura, extracción de madera",Mujeres,535.5
may-03,"Silvicultura, extracción de madera",Mujeres,564.6
jun-03,"Silvicultura, extracción de madera",Mujeres,750.5
jul-03,"Silvicultura, extracción de madera",Mujeres,566.8
ago-03,"Silvicultura, extracción de madera",Mujeres,583.3
sep-03,"Silvicultura, extracción de madera",Mujeres,596.9
oct-03,"Silvicultura, extracción de madera",Mujeres,614.3
nov-03,"Silvicultura, extracción de madera",Mujeres,629.8
dic-03,"Silvicultura, extracción de madera",Mujeres,891.8
ene-04,"Silvicultura, extracción de madera",Mujeres,676.6
feb-04,"Silvicultura, extracción de madera",Mujeres,651.2
mar-04,"Silvicultura, extracción de madera",Mujeres,681.6
abr-04,"Silvicultura, extracción de madera",Mujeres,687
may-04,"Silvicultura, extracción de madera",Mujeres,660.2
jun-04,"Silvicultura, extracción de madera",Mujeres,935.2
jul-04,"Silvicultura, extracción de madera",Mujeres,686.8
ago-04,"Silvicultura, extracción de madera",Mujeres,683.4
sep-04,"Silvicultura, extracción de madera",Mujeres,671.5
oct-04,"Silvicultura, extracción de madera",Mujeres,664.9
nov-04,"Silvicultura, extracción de madera",Mujeres,709.2
dic-04,"Silvicultura, extracción de madera",Mujeres,968.4
ene-05,"Silvicultura, extracción de madera",Mujeres,755.8
feb-05,"Silvicultura, extracción de madera",Mujeres,766.6
mar-05,"Silvicultura, extracción de madera",Mujeres,735.5
abr-05,"Silvicultura, extracción de madera",Mujeres,734.4
may-05,"Silvicultura, extracción de madera",Mujeres,765.3
jun-05,"Silvicultura, extracción de madera",Mujeres,1022.5
jul-05,"Silvicultura, extracción de madera",Mujeres,738.6
ago-05,"Silvicultura, extracción de madera",Mujeres,791.6
sep-05,"Silvicultura, extracción de madera",Mujeres,773.9
oct-05,"Silvicultura, extracción de madera",Mujeres,840.7
nov-05,"Silvicultura, extracción de madera",Mujeres,839.3
dic-05,"Silvicultura, extracción de madera",Mujeres,1165.5
ene-06,"Silvicultura, extracción de madera",Mujeres,879.4
feb-06,"Silvicultura, extracción de madera",Mujeres,844.5
mar-06,"Silvicultura, extracción de madera",Mujeres,849.7
abr-06,"Silvicultura, extracción de madera",Mujeres,861.9
may-06,"Silvicultura, extracción de madera",Mujeres,894.7
jun-06,"Silvicultura, extracción de madera",Mujeres,1334.8
jul-06,"Silvicultura, extracción de madera",Mujeres,963.2
ago-06,"Silvicultura, extracción de madera",Mujeres,1000.4
sep-06,"Silvicultura, extracción de madera",Mujeres,990.1
oct-06,"Silvicultura, extracción de madera",Mujeres,996.9
nov-06,"Silvicultura, extracción de madera",Mujeres,969.2
dic-06,"Silvicultura, extracción de madera",Mujeres,1410.8
ene-07,"Silvicultura, extracción de madera",Mujeres,1035.6
feb-07,"Silvicultura, extracción de madera",Mujeres,1029.5
mar-07,"Silvicultura, extracción de madera",Mujeres,1038.9
abr-07,"Silvicultura, extracción de madera",Mujeres,1027.2
may-07,"Silvicultura, extracción de madera",Mujeres,1013.7
jun-07,"Silvicultura, extracción de madera",Mujeres,1431.6
jul-07,"Silvicultura, extracción de madera",Mujeres,1053.1
ago-07,"Silvicultura, extracción de madera",Mujeres,1058.2
sep-07,"Silvicultura, extracción de madera",Mujeres,1067.1
oct-07,"Silvicultura, extracción de madera",Mujeres,1157.7
nov-07,"Silvicultura, extracción de madera",Mujeres,1136
dic-07,"Silvicultura, extracción de madera",Mujeres,1696.9
ene-08,"Silvicultura, extracción de madera",Mujeres,1244.4
feb-08,"Silvicultura, extracción de madera",Mujeres,1234.2
mar-08,"Silvicultura, extracción de madera",Mujeres,1224.2
abr-08,"Silvicultura, extracción de madera",Mujeres,1258
may-08,"Silvicultura, extracción de madera",Mujeres,1284.8
jun-08,"Silvicultura, extracción de madera",Mujeres,1784.6
jul-08,"Silvicultura, extracción de madera",Mujeres,1306.4
ago-08,"Silvicultura, extracción de madera",Mujeres,1336.2
sep-08,"Silvicultura, extracción de madera",Mujeres,1389.2
oct-08,"Silvicultura, extracción de madera",Mujeres,1398.8
nov-08,"Silvicultura, extracción de madera",Mujeres,1317.9
dic-08,"Silvicultura, extracción de madera",Mujeres,1947.6
ene-09,"Silvicultura, extracción de madera",Mujeres,1355.4
feb-09,"Silvicultura, extracción de madera",Mujeres,1314.5
mar-09,"Silvicultura, extracción de madera",Mujeres,1287.3
abr-09,"Silvicultura, extracción de madera",Mujeres,1296
may-09,"Silvicultura, extracción de madera",Mujeres,1285
jun-09,"Silvicultura, extracción de madera",Mujeres,1743.7
jul-09,"Silvicultura, extracción de madera",Mujeres,1177
ago-09,"Silvicultura, extracción de madera",Mujeres,1160.9
sep-09,"Silvicultura, extracción de madera",Mujeres,1200.3
oct-09,"Silvicultura, extracción de madera",Mujeres,1200.6
nov-09,"Silvicultura, extracción de madera",Mujeres,1437
dic-09,"Silvicultura, extracción de madera",Mujeres,2380.6
ene-10,"Silvicultura, extracción de madera",Mujeres,1612.4
feb-10,"Silvicultura, extracción de madera",Mujeres,1592.8
mar-10,"Silvicultura, extracción de madera",Mujeres,1594.3
abr-10,"Silvicultura, extracción de madera",Mujeres,1616.2
may-10,"Silvicultura, extracción de madera",Mujeres,1623.5
jun-10,"Silvicultura, extracción de madera",Mujeres,2399.6
jul-10,"Silvicultura, extracción de madera",Mujeres,1698.9
ago-10,"Silvicultura, extracción de madera",Mujeres,1740.6
sep-10,"Silvicultura, extracción de madera",Mujeres,1869.7
oct-10,"Silvicultura, extracción de madera",Mujeres,1930.9
nov-10,"Silvicultura, extracción de madera",Mujeres,1946.8
dic-10,"Silvicultura, extracción de madera",Mujeres,2901.2
ene-11,"Silvicultura, extracción de madera",Mujeres,2146.6
feb-11,"Silvicultura, extracción de madera",Mujeres,2006.5
mar-11,"Silvicultura, extracción de madera",Mujeres,2126.3
abr-11,"Silvicultura, extracción de madera",Mujeres,2106.7
may-11,"Silvicultura, extracción de madera",Mujeres,2368.6
jun-11,"Silvicultura, extracción de madera",Mujeres,3968.1
jul-11,"Silvicultura, extracción de madera",Mujeres,2794.1
ago-11,"Silvicultura, extracción de madera",Mujeres,2910.3
sep-11,"Silvicultura, extracción de madera",Mujeres,3105.7
oct-11,"Silvicultura, extracción de madera",Mujeres,3245.5
nov-11,"Silvicultura, extracción de madera",Mujeres,3349.2
dic-11,"Silvicultura, extracción de madera",Mujeres,5011.8
ene-12,"Silvicultura, extracción de madera",Mujeres,3696.8
feb-12,"Silvicultura, extracción de madera",Mujeres,3478.9
mar-12,"Silvicultura, extracción de madera",Mujeres,3608.4
abr-12,"Silvicultura, extracción de madera",Mujeres,3730.1
may-12,"Silvicultura, extracción de madera",Mujeres,3896.8
jun-12,"Silvicultura, extracción de madera",Mujeres,5819.9
jul-12,"Silvicultura, extracción de madera",Mujeres,3869.5
ago-12,"Silvicultura, extracción de madera",Mujeres,3910.3
sep-12,"Silvicultura, extracción de madera",Mujeres,4026.1
oct-12,"Silvicultura, extracción de madera",Mujeres,4255.3
nov-12,"Silvicultura, extracción de madera",Mujeres,4402.8
dic-12,"Silvicultura, extracción de madera",Mujeres,6704.3
ene-13,"Silvicultura, extracción de madera",Mujeres,4802.9
feb-13,"Silvicultura, extracción de madera",Mujeres,4605.5
mar-13,"Silvicultura, extracción de madera",Mujeres,4613.5
abr-13,"Silvicultura, extracción de madera",Mujeres,4774.7
may-13,"Silvicultura, extracción de madera",Mujeres,5480.7
jun-13,"Silvicultura, extracción de madera",Mujeres,7302.3
jul-13,"Silvicultura, extracción de madera",Mujeres,5059.1
ago-13,"Silvicultura, extracción de madera",Mujeres,5031.9
sep-13,"Silvicultura, extracción de madera",Mujeres,5275.8
oct-13,"Silvicultura, extracción de madera",Mujeres,5642.2
nov-13,"Silvicultura, extracción de madera",Mujeres,5718.7
dic-13,"Silvicultura, extracción de madera",Mujeres,8199.5
ene-14,"Silvicultura, extracción de madera",Mujeres,6008.7
feb-14,"Silvicultura, extracción de madera",Mujeres,6223
mar-14,"Silvicultura, extracción de madera",Mujeres,5798.7
abr-14,"Silvicultura, extracción de madera",Mujeres,6392
may-14,"Silvicultura, extracción de madera",Mujeres,6408.5
jun-14,"Silvicultura, extracción de madera",Mujeres,9349.9
jul-14,"Silvicultura, extracción de madera",Mujeres,7024.6
ago-14,"Silvicultura, extracción de madera",Mujeres,6702.5
sep-14,"Silvicultura, extracción de madera",Mujeres,7400.5
oct-14,"Silvicultura, extracción de madera",Mujeres,7441.4
nov-14,"Silvicultura, extracción de madera",Mujeres,7513.1
dic-14,"Silvicultura, extracción de madera",Mujeres,11298.4
ene-15,"Silvicultura, extracción de madera",Mujeres,8121.2
feb-15,"Silvicultura, extracción de madera",Mujeres,7820.6
mar-15,"Silvicultura, extracción de madera",Mujeres,7376.3
abr-15,"Silvicultura, extracción de madera",Mujeres,7566.2
may-15,"Silvicultura, extracción de madera",Mujeres,6354.6
jun-15,"Silvicultura, extracción de madera",Mujeres,12256.5
jul-15,"Silvicultura, extracción de madera",Mujeres,8797.5
ago-15,"Silvicultura, extracción de madera",Mujeres,8797
sep-15,"Silvicultura, extracción de madera",Mujeres,9331.8
oct-15,"Silvicultura, extracción de madera",Mujeres,9243.4
nov-15,"Silvicultura, extracción de madera",Mujeres,9740.9
dic-15,"Silvicultura, extracción de madera",Mujeres,14807.1
ene-16,"Silvicultura, extracción de madera",Mujeres,10282.8
feb-16,"Silvicultura, extracción de madera",Mujeres,10768.5
mar-16,"Silvicultura, extracción de madera",Mujeres,9959.5
abr-16,"Silvicultura, extracción de madera",Mujeres,10826.5
may-16,"Silvicultura, extracción de madera",Mujeres,10475
jun-16,"Silvicultura, extracción de madera",Mujeres,16572
jul-16,"Silvicultura, extracción de madera",Mujeres,11512.5
ago-16,"Silvicultura, extracción de madera",Mujeres,12326.9
sep-16,"Silvicultura, extracción de madera",Mujeres,12856.1
oct-16,"Silvicultura, extracción de madera",Mujeres,13185.1
nov-16,"Silvicultura, extracción de madera",Mujeres,13622.4
dic-16,"Silvicultura, extracción de madera",Mujeres,20656
ene-17,"Silvicultura, extracción de madera",Mujeres,15164.9
feb-17,"Silvicultura, extracción de madera",Mujeres,14290.8
mar-17,"Silvicultura, extracción de madera",Mujeres,15022.4
abr-17,"Silvicultura, extracción de madera",Mujeres,16176.7
may-17,"Silvicultura, extracción de madera",Mujeres,15676
jun-17,"Silvicultura, extracción de madera",Mujeres,22733.8
jul-17,"Silvicultura, extracción de madera",Mujeres,16213.4
ago-17,"Silvicultura, extracción de madera",Mujeres,16624.2
sep-17,"Silvicultura, extracción de madera",Mujeres,17039
oct-17,"Silvicultura, extracción de madera",Mujeres,18272.3
nov-17,"Silvicultura, extracción de madera",Mujeres,18008.1
dic-17,"Silvicultura, extracción de madera",Mujeres,26689.4
ene-18,"Silvicultura, extracción de madera",Mujeres,19005.8
feb-18,"Silvicultura, extracción de madera",Mujeres,18813.6
mar-18,"Silvicultura, extracción de madera",Mujeres,18566.7
abr-18,"Silvicultura, extracción de madera",Mujeres,21687.4
may-18,"Silvicultura, extracción de madera",Mujeres,20080.7
jun-18,"Silvicultura, extracción de madera",Mujeres,28682.2
jul-18,"Silvicultura, extracción de madera",Mujeres,19997.1
ago-18,"Silvicultura, extracción de madera",Mujeres,20550.9
sep-18,"Silvicultura, extracción de madera",Mujeres,21337.2
oct-18,"Silvicultura, extracción de madera",Mujeres,22927.6
nov-18,"Silvicultura, extracción de madera",Mujeres,23538.4
dic-18,"Silvicultura, extracción de madera",Mujeres,34691.1
ene-19,"Silvicultura, extracción de madera",Mujeres,27172
feb-19,"Silvicultura, extracción de madera",Mujeres,29010.1
mar-19,"Silvicultura, extracción de madera",Mujeres,28140.9
abr-19,"Silvicultura, extracción de madera",Mujeres,28596.8
may-19,"Silvicultura, extracción de madera",Mujeres,28267
jun-19,"Silvicultura, extracción de madera",Mujeres,42302.9
jul-19,"Silvicultura, extracción de madera",Mujeres,29391.9
ago-19,"Silvicultura, extracción de madera",Mujeres,31073.2
sep-19,"Silvicultura, extracción de madera",Mujeres,33304.2
oct-19,"Silvicultura, extracción de madera",Mujeres,35525.3
nov-19,"Silvicultura, extracción de madera",Mujeres,35256.4
dic-19,"Silvicultura, extracción de madera",Mujeres,51818.6
ene-20,"Silvicultura, extracción de madera",Mujeres,39653.5
feb-20,"Silvicultura, extracción de madera",Mujeres,40826
mar-20,"Silvicultura, extracción de madera",Mujeres,43012.2
abr-20,"Silvicultura, extracción de madera",Mujeres,42998
may-20,"Silvicultura, extracción de madera",Mujeres,43304.9
jun-20,"Silvicultura, extracción de madera",Mujeres,64232.2
jul-20,"Silvicultura, extracción de madera",Mujeres,44157.8
ago-20,"Silvicultura, extracción de madera",Mujeres,44919.9
sep-20,"Silvicultura, extracción de madera",Mujeres,46333.9
oct-20,"Silvicultura, extracción de madera",Mujeres,60752.8
nov-20,"Silvicultura, extracción de madera",Mujeres,50556.2
dic-20,"Silvicultura, extracción de madera",Mujeres,76793.5
ene-21,"Silvicultura, extracción de madera",Mujeres,56597.5
feb-21,"Silvicultura, extracción de madera",Mujeres,54999.5
mar-21,"Silvicultura, extracción de madera",Mujeres,59358.5
abr-21,"Silvicultura, extracción de madera",Mujeres,59648
may-21,"Silvicultura, extracción de madera",Mujeres,60327.5
jun-21,"Silvicultura, extracción de madera",Mujeres,98115.1
jul-21,"Silvicultura, extracción de madera",Mujeres,64686.4
ago-21,"Silvicultura, extracción de madera",Mujeres,67130.3
sep-21,"Silvicultura, extracción de madera",Mujeres,70949
oct-21,"Silvicultura, extracción de madera",Mujeres,74219.4
nov-21,"Silvicultura, extracción de madera",Mujeres,75159.1
dic-21,"Silvicultura, extracción de madera",Mujeres,112267.1
ene-22,"Silvicultura, extracción de madera",Mujeres,87457.8
feb-22,"Silvicultura, extracción de madera",Mujeres,86654.2
mar-22,"Silvicultura, extracción de madera",Mujeres,112064.1
abr-22,"Silvicultura, extracción de madera",Mujeres,90871.6
may-22,"Silvicultura, extracción de madera",Mujeres,99615.4
jun-22,"Silvicultura, extracción de madera",Mujeres,145087.6
jul-22,"Silvicultura, extracción de madera",Mujeres,106308.1
ago-22,"Silvicultura, extracción de madera",Mujeres,115601.4
sep-22,"Silvicultura, extracción de madera",Mujeres,126799
oct-22,"Silvicultura, extracción de madera",Mujeres,135093.3
ene-96,nan,Varones,335.1
feb-96,nan,Varones,338.7
mar-96,nan,Varones,324.2
abr-96,nan,Varones,334.1
may-96,nan,Varones,339
jun-96,nan,Varones,451.1
jul-96,nan,Varones,327.7
ago-96,nan,Varones,324.7
sep-96,nan,Varones,320.3
oct-96,nan,Varones,321.6
nov-96,nan,Varones,334.2
dic-96,nan,Varones,449.5
ene-97,nan,Varones,328.8
feb-97,nan,Varones,324.6
mar-97,nan,Varones,327.1
abr-97,nan,Varones,331.4
may-97,nan,Varones,326.1
jun-97,nan,Varones,419.1
jul-97,nan,Varones,328
ago-97,nan,Varones,325.1
sep-97,nan,Varones,328.4
oct-97,nan,Varones,321.4
nov-97,nan,Varones,318
dic-97,nan,Varones,441
ene-98,nan,Varones,325.5
feb-98,nan,Varones,322.9
mar-98,nan,Varones,320.9
abr-98,nan,Varones,313.7
may-98,nan,Varones,325
jun-98,nan,Varones,423.4
jul-98,nan,Varones,316.6
ago-98,nan,Varones,307.9
sep-98,nan,Varones,310.7
oct-98,nan,Varones,314.3
nov-98,nan,Varones,316.4
dic-98,nan,Varones,428.9
ene-99,nan,Varones,310.7
feb-99,nan,Varones,307.3
mar-99,nan,Varones,318.2
abr-99,nan,Varones,312.4
may-99,nan,Varones,316.1
jun-99,nan,Varones,411.5
jul-99,nan,Varones,307.7
ago-99,nan,Varones,314.7
sep-99,nan,Varones,313.8
oct-99,nan,Varones,315.4
nov-99,nan,Varones,322.5
dic-99,nan,Varones,440.7
ene-00,nan,Varones,320.5
feb-00,nan,Varones,314.5
mar-00,nan,Varones,315.1
abr-00,nan,Varones,310.9
may-00,nan,Varones,314.1
jun-00,nan,Varones,402.8
jul-00,nan,Varones,299.1
ago-00,nan,Varones,309.5
sep-00,nan,Varones,300.8
oct-00,nan,Varones,305.4
nov-00,nan,Varones,309.4
dic-00,nan,Varones,418
ene-01,nan,Varones,312.2
feb-01,nan,Varones,306.8
mar-01,nan,Varones,313.2
abr-01,nan,Varones,313.3
may-01,nan,Varones,310.8
jun-01,nan,Varones,401.8
jul-01,nan,Varones,315.5
ago-01,nan,Varones,318.5
sep-01,nan,Varones,310.9
oct-01,nan,Varones,320.1
nov-01,nan,Varones,309
dic-01,nan,Varones,419.9
ene-02,nan,Varones,318.9
feb-02,nan,Varones,321.6
mar-02,nan,Varones,326.2
abr-02,nan,Varones,333.3
may-02,nan,Varones,331.9
jun-02,nan,Varones,439
jul-02,nan,Varones,341.8
ago-02,nan,Varones,372.7
sep-02,nan,Varones,380.2
oct-02,nan,Varones,388.6
nov-02,nan,Varones,390.7
dic-02,nan,Varones,521.7
ene-03,nan,Varones,420.3
feb-03,nan,Varones,419.4
mar-03,nan,Varones,430.6
abr-03,nan,Varones,429.3
may-03,nan,Varones,449.7
jun-03,nan,Varones,600.2
jul-03,nan,Varones,494.9
ago-03,nan,Varones,502.3
sep-03,nan,Varones,509.3
oct-03,nan,Varones,534
nov-03,nan,Varones,525
dic-03,nan,Varones,743.4
ene-04,nan,Varones,569.8
feb-04,nan,Varones,550.9
mar-04,nan,Varones,586.9
abr-04,nan,Varones,581.5
